City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
335,Fredericksburg,US,38.3,-77.46,66.2,48,1,2.21,clear sky
336,Yuzhno-Kurilsk,RU,44.03,145.86,25.32,91,100,11.27,overcast clouds
337,Zambezi,ZM,-13.54,23.1,66.29,91,100,8.37,overcast clouds
338,Maarianhamina,AX,60.1,19.93,32.0,86,90,3.36,overcast clouds
339,Westport,US,41.14,-73.36,54.0,59,94,7.58,overcast clouds
340,Ulaanbaatar,MN,47.91,106.88,-31.0,59,0,0.89,clear sky
341,Mahebourg,MU,-20.41,57.7,75.2,88,75,13.87,shower rain
342,Koutiala,ML,12.39,-5.46,75.15,20,58,6.08,broken clouds
343,Jaguey Grande,CU,22.53,-81.13,82.4,65,20,9.17,moderate rain
344,Rabak,SD,13.18,32.74,76.12,18,0,10.29,clear sky
345,Tyukhtet,RU,56.54,89.3,7.14,94,100,11.48,overcast clouds
346,General Roca,AR,-39.03,-67.58,75.2,15,0,23.04,clear sky
347,Belle Glade,US,26.68,-80.67,79.0,73,39,4.34,scattered clouds
348,Grand Gaube,MU,-20.01,57.66,73.99,83,23,4.0,few clouds
349,Tynda,RU,55.17,124.72,-30.3,81,89,3.69,overcast clouds
350,Dalby,AU,-27.18,151.27,68.0,86,100,3.0,light rain
351,Chiavari,IT,44.32,9.32,48.0,91,0,4.09,clear sky
352,Shimoda,JP,34.67,138.95,46.0,65,38,5.99,scattered clouds
353,Thompson,CA,55.74,-97.86,-13.0,75,20,11.41,few clouds
354,Grootfontein,NA,-19.57,18.12,75.61,35,1,6.51,clear sky
355,Les Cayes,HT,18.2,-73.75,78.33,77,5,3.51,clear sky
356,Ithaki,GR,38.36,20.72,55.4,87,40,22.32,scattered clouds
357,De-Kastri,RU,51.47,140.78,0.0,90,99,14.2,overcast clouds
358,Segou,ML,13.43,-6.22,77.9,18,58,7.99,broken clouds
359,Singaparna,ID,-7.35,108.11,71.17,90,99,0.27,light rain
360,Necochea,AR,-38.55,-58.74,64.99,65,0,9.48,clear sky
361,Taksimo,RU,56.34,114.88,-28.21,75,4,0.54,clear sky
362,Calabozo,VE,8.92,-67.43,82.98,64,99,3.8,overcast clouds
363,Dunedin,NZ,-45.87,170.5,57.0,67,91,23.0,overcast clouds
364,Chapais,CA,49.78,-74.85,17.6,92,90,8.05,light snow
365,Waipawa,NZ,-41.41,175.52,59.0,76,82,13.87,broken clouds
366,Grindavik,IS,63.84,-22.43,44.6,75,75,14.99,broken clouds
367,Itaituba,BR,-4.28,-55.98,86.0,79,75,3.36,broken clouds
368,Port Elizabeth,ZA,-33.92,25.57,68.0,94,14,8.05,few clouds
369,Fare,PF,-16.7,-151.02,80.78,72,2,10.98,clear sky
370,Deep River,CA,46.1,-77.5,24.01,79,90,5.82,overcast clouds
371,Manokwari,ID,-0.87,134.08,80.33,74,100,4.34,overcast clouds
372,Ouadda,CF,8.08,22.4,72.12,30,15,1.45,few clouds
373,Havre-Saint-Pierre,CA,50.23,-63.6,14.0,61,90,19.46,overcast clouds
374,Galveston,US,29.37,-94.97,71.6,88,90,19.46,mist
375,Emerald,AU,-23.53,148.17,78.01,50,20,16.11,few clouds
376,Kijang,KR,35.24,129.21,32.0,76,0,11.41,clear sky
377,Artyom,AZ,40.47,50.33,46.4,70,0,11.41,clear sky
378,Itarema,BR,-2.92,-39.92,81.12,75,60,15.23,broken clouds
379,Karratha,AU,-20.74,116.85,75.63,69,17,8.43,few clouds
380,Arona,ES,28.1,-16.68,68.0,77,75,5.82,broken clouds
381,Buri,BR,-23.8,-48.59,73.49,87,95,4.43,overcast clouds
382,Port Hedland,AU,-20.32,118.57,75.2,83,40,5.82,scattered clouds
383,Gushikawa,JP,26.35,127.87,68.0,88,90,4.7,overcast clouds
384,Sulangan,PH,11.14,123.72,81.9,79,32,8.81,scattered clouds
385,Faanui,PF,-16.48,-151.75,80.08,72,4,11.39,clear sky
386,Rizhao,CN,35.43,119.46,24.4,75,23,11.88,few clouds
387,Visby,SE,57.64,18.3,35.6,93,100,5.82,overcast clouds
388,Stornoway,GB,58.21,-6.39,46.99,87,100,17.22,light rain
389,Marzuq,YE,14.4,46.47,50.02,48,0,2.68,clear sky
390,Udachnyy,RU,66.42,112.4,-23.8,74,0,6.71,clear sky
391,Havoysund,NO,71.0,24.66,32.0,93,75,4.7,light shower snow
392,Vesoul,FR,47.58,5.83,39.0,93,0,5.82,clear sky
393,Kopayhorod,UA,48.86,27.8,34.0,93,100,2.93,overcast clouds
394,Hayden,US,47.77,-116.79,32.0,92,90,4.7,snow
395,Faya,SA,18.39,42.45,55.4,40,0,1.9,clear sky
396,Todos Santos,MX,23.45,-110.22,73.0,61,0,3.0,clear sky
397,Imeni Poliny Osipenko,RU,52.42,136.49,1.51,93,100,9.42,light snow
398,Agadez,NE,19.75,10.25,65.93,24,0,7.27,clear sky
399,Simpang,ID,-1.27,104.08,75.29,95,100,2.44,overcast clouds
400,Tiznit,MA,29.58,-9.5,59.65,73,1,0.89,clear sky
401,Outjo,NA,-20.12,16.15,71.6,35,14,4.7,few clouds
402,Balakhta,RU,55.38,91.6,9.18,95,100,7.2,overcast clouds
403,Neuquen,AR,-38.95,-68.06,75.2,15,0,23.04,clear sky
404,Yuanping,CN,38.72,112.76,9.05,63,0,3.36,clear sky
405,Cotoca,BO,-17.82,-63.05,84.2,74,75,14.99,shower rain
406,The Valley,AI,18.22,-63.06,82.4,78,20,8.05,few clouds
407,Lukiv,UA,51.05,25.4,35.01,98,100,1.01,overcast clouds
408,Truth Or Consequences,US,33.13,-107.25,48.0,24,1,4.7,clear sky
409,Kafanchan,NG,9.58,8.3,72.73,40,0,2.26,clear sky
410,Brentwood,US,40.78,-73.25,55.99,60,100,3.0,overcast clouds
411,Lazaro Cardenas,MX,17.96,-102.2,81.88,66,0,6.78,clear sky
412,Oranjemund,NA,-28.55,16.43,61.92,82,0,9.46,clear sky
413,Polkowice,PL,51.5,16.07,39.99,99,99,3.62,overcast clouds
414,Samarai,PG,-10.62,150.67,82.26,74,100,9.22,light rain
415,Balezino,RU,57.98,53.01,7.18,94,64,6.17,broken clouds
416,Kortkeros,RU,61.81,51.58,8.6,92,0,8.95,clear sky
417,Sao Joao Da Barra,BR,-21.64,-41.05,80.6,74,0,23.04,clear sky
418,Mamakan,RU,57.82,114.0,-28.53,77,90,1.41,overcast clouds
419,Bukachacha,RU,52.98,116.92,-15.92,76,0,3.49,clear sky
420,Concarneau,FR,47.88,-3.92,55.4,93,85,17.22,overcast clouds
421,Ust-Tsilma,RU,65.44,52.15,26.4,97,100,9.37,overcast clouds
422,Honningsvag,NO,70.98,25.97,32.0,87,75,4.7,light shower snow
423,Ternate,ID,0.8,127.4,82.31,75,30,5.84,scattered clouds
424,Tuatapere,NZ,-46.13,167.68,55.99,74,49,8.99,scattered clouds
425,Manado,ID,1.49,124.85,75.2,94,20,2.24,few clouds
426,Dabakala,CI,8.37,-4.43,80.04,63,8,5.21,clear sky
427,Kasongo-Lunda,CD,-6.47,16.82,70.75,91,96,1.19,overcast clouds
428,Arys,KZ,42.43,68.8,26.6,100,90,4.47,mist
429,Waingapu,ID,-9.66,120.26,79.05,78,100,4.88,overcast clouds
430,Marawi,PH,8.0,124.29,73.99,89,1,5.99,clear sky
431,Lesogorsk,RU,56.05,99.51,11.71,95,100,5.84,light snow
432,Palhi,PH,10.65,124.81,77.43,86,48,3.51,scattered clouds
433,Nyurba,RU,63.28,118.33,-30.1,82,98,7.99,overcast clouds
434,Taltal,CL,-25.4,-70.48,67.96,52,22,5.23,few clouds
435,Porto Novo,BJ,6.5,2.6,82.4,88,20,10.29,few clouds
436,Rocha,UY,-34.48,-54.33,67.12,60,100,10.31,overcast clouds
437,Portel,BR,-1.94,-50.82,80.65,74,76,5.7,broken clouds
438,Puteyets,RU,65.17,57.09,25.29,98,100,10.63,light snow
439,Zyryanovsk,KZ,49.74,84.27,1.67,84,100,0.34,overcast clouds
440,Nantucket,US,41.28,-70.1,52.0,87,20,8.05,mist
441,Alofi,NU,-19.06,-169.92,73.4,100,90,813.57,light intensity shower rain
442,Komsomolskiy,UZ,40.43,71.72,30.2,80,90,2.62,mist
443,Tromso,NO,69.65,18.96,24.8,92,0,12.75,clear sky
444,Iwanai,JP,42.97,140.51,24.28,90,100,12.19,light snow
445,Ghanzi,BW,-21.57,21.78,78.13,42,0,10.63,clear sky
446,Ugoofaaru,MV,5.67,73.0,82.11,69,100,5.37,overcast clouds
447,Chincha Alta,PE,-13.41,-76.13,71.6,73,0,24.16,clear sky
448,Maksatikha,RU,57.8,35.88,25.23,98,100,7.0,light snow
449,Meulaboh,ID,4.14,96.13,77.02,84,100,3.18,overcast clouds
450,Ryotsu,JP,38.08,138.43,38.3,76,100,19.93,light rain
451,Mahanoro,MG,-19.9,48.8,73.09,83,32,5.21,light rain
452,Balkhash,KZ,46.84,74.98,6.37,85,0,1.3,clear sky
453,Mangla,PK,31.89,72.38,53.51,60,0,1.23,clear sky
454,Caracoli,CO,6.41,-74.76,77.79,78,76,2.91,broken clouds
455,Mangan,IN,27.52,88.53,53.1,39,4,4.97,clear sky
456,Aykhal,RU,66.0,111.5,-23.8,74,0,6.71,clear sky
457,Sinnamary,GF,5.38,-52.95,78.8,84,2,7.76,clear sky
458,Oriximina,BR,-1.77,-55.87,86.61,54,60,4.27,moderate rain
459,Alvorada,BR,-12.48,-49.12,82.94,57,90,4.18,overcast clouds
460,Auki,SB,-8.77,160.7,84.0,74,99,3.11,light rain
461,Shaoguan,CN,24.8,113.58,51.53,82,100,5.5,light rain
462,Porto Santo,PT,33.07,-16.34,60.8,93,40,6.93,scattered clouds
463,Ketchikan,US,55.34,-131.65,42.8,56,90,13.87,overcast clouds
464,Bacolod,PH,10.67,122.95,77.23,84,67,6.24,broken clouds
465,Brae,GB,60.4,-1.35,46.96,81,100,31.43,light rain
466,Solnechnyy,RU,50.72,136.63,2.73,91,100,4.29,overcast clouds
467,Sobolevo,RU,54.43,31.9,29.77,99,100,8.23,snow
468,Puqi,CN,29.72,113.88,34.61,84,99,10.8,light snow
469,Alihe,CN,50.57,123.72,-11.54,82,2,4.72,clear sky
470,Somes-Odorhei,RO,47.32,23.27,39.2,100,100,6.93,overcast clouds
471,Huarmey,PE,-10.07,-78.15,71.37,72,77,10.18,broken clouds
472,High Rock,BS,26.62,-78.28,77.0,73,75,6.93,broken clouds
473,Saint-Joseph,RE,-21.37,55.62,73.4,88,75,14.99,light rain
474,Bushehr,IR,28.97,50.84,60.8,72,0,4.7,clear sky
475,Challans,FR,46.84,-1.87,55.0,93,90,11.41,overcast clouds
476,Matamoros,MX,25.53,-103.25,75.2,19,75,13.47,broken clouds
477,Sibi,PK,29.54,67.88,60.4,33,0,10.42,clear sky
478,Muzhi,RU,65.37,64.67,16.7,95,100,5.01,overcast clouds
479,Banjar,ID,-8.19,114.97,78.8,94,75,8.05,broken clouds
480,Bajos De Haina,DO,18.42,-70.03,86.0,79,75,11.41,broken clouds
481,Wakefield,GB,53.68,-1.5,48.99,91,60,1.99,broken clouds
482,Eenhana,NA,-17.47,16.33,89.6,27,47,2.24,scattered clouds
483,Dudinka,RU,69.41,86.18,-13.0,83,0,4.47,clear sky
484,Lola,GN,7.8,-8.53,71.13,89,0,1.39,clear sky
485,Tweed,CA,44.48,-77.32,30.99,80,58,8.01,broken clouds
486,Susehri,TR,40.16,38.09,41.92,79,90,4.16,overcast clouds
487,La Primavera,CO,5.49,-70.41,81.03,76,87,6.15,overcast clouds
488,Pathein,MM,16.78,94.73,66.51,84,0,4.38,clear sky
489,Shingu,JP,33.73,135.98,47.1,75,53,8.66,broken clouds
490,Oum Hadjer,TD,13.3,19.7,78.04,17,69,10.4,broken clouds
491,Dutlwe,BW,-23.98,23.9,78.22,48,57,12.77,broken clouds
492,Benxi,CN,41.29,123.77,1.4,59,0,4.47,clear sky
493,Basco,PH,20.45,121.97,76.32,84,53,18.7,broken clouds
494,Standish,US,43.98,-83.96,30.2,80,90,3.36,overcast clouds
495,Esmeraldas,BR,-19.76,-44.31,82.4,54,40,6.93,scattered clouds
496,Springbok,ZA,-29.66,17.89,51.93,64,0,4.38,clear sky
497,Quang Ngai,VN,15.12,108.8,73.98,91,72,3.22,broken clouds
498,Tecoanapa,MX,16.52,-98.75,82.94,68,1,7.92,clear sky
499,Kawalu,ID,-7.38,108.21,71.51,92,99,1.1,light rain
500,Beberibe,BR,-4.18,-38.13,82.4,74,75,10.29,broken clouds
501,Mae Sai,TH,20.43,99.88,60.01,100,1,2.24,mist
502,Hastings,GB,50.86,0.57,54.0,91,100,7.0,overcast clouds
503,Talcahuano,CL,-36.72,-73.12,66.2,52,0,19.46,clear sky
504,Hami,CN,42.8,93.45,10.69,72,0,2.98,clear sky
505,Hasaki,JP,35.73,140.83,41.0,86,75,9.17,broken clouds
506,Tadine,NC,-21.55,167.88,80.31,74,94,20.94,overcast clouds
507,Saint-Pierre,RE,-21.34,55.48,73.4,88,75,14.99,light rain
508,Storforshei,NO,66.4,14.52,37.4,64,75,14.99,broken clouds
509,Rovaniemi,FI,66.5,25.72,23.0,100,90,4.7,overcast clouds
510,Erenhot,CN,43.65,111.98,-5.48,85,0,6.15,clear sky
511,Ambilobe,MG,-13.2,49.05,74.48,85,62,2.75,light rain
512,Lokosovo,RU,61.13,74.82,10.29,95,100,8.81,overcast clouds
513,Hit,IQ,33.64,42.83,57.81,52,62,5.82,broken clouds
514,San Quintin,MX,30.48,-115.95,64.99,55,0,6.08,clear sky
515,Port Macquarie,AU,-31.43,152.92,70.0,99,100,15.68,overcast clouds
516,Aitape,PG,-3.14,142.35,78.31,84,100,6.2,moderate rain
517,Hai Duong,VN,20.93,106.32,73.4,88,75,8.05,broken clouds
518,Bondo,CD,3.81,23.69,73.4,82,100,2.39,overcast clouds
519,Humaita,BR,-7.51,-63.02,84.52,68,100,2.28,overcast clouds
520,Santa Vitoria Do Palmar,BR,-33.52,-53.37,69.64,75,100,12.55,overcast clouds
521,Great Yarmouth,GB,52.61,1.73,50.0,93,100,11.41,overcast clouds
522,Planadas,CO,3.2,-75.65,73.83,69,99,2.1,overcast clouds
523,Berlevag,NO,70.86,29.09,32.0,92,75,11.41,shower rain
524,Monrovia,LR,6.3,-10.8,78.8,94,20,5.14,light rain
525,Shelbyville,US,35.48,-86.46,54.0,71,20,5.82,few clouds
526,Aktas,KZ,49.78,72.96,-0.4,77,0,4.47,clear sky
527,Andenes,NO,69.31,16.12,36.0,86,0,4.7,clear sky
528,Obo,CF,5.4,26.49,73.44,47,36,2.8,scattered clouds
529,Puerto Morazan,NI,12.85,-87.17,89.6,59,40,4.7,scattered clouds
530,Tabuk,PH,17.42,121.44,73.04,90,69,1.88,broken clouds
531,Hovd,MN,48.01,91.64,-3.21,81,68,0.94,broken clouds
532,Mankono,CI,8.06,-6.19,80.74,58,11,8.12,few clouds
533,Sar-E Pul,AF,35.83,66.17,15.35,92,100,1.48,overcast clouds
534,Marondera,ZW,-18.19,31.55,60.51,92,100,6.15,overcast clouds
535,Uyar,RU,55.81,94.32,11.77,94,100,10.31,overcast clouds
536,Korla,CN,41.76,86.15,18.1,85,0,2.8,clear sky
537,Lorengau,PG,-2.02,147.27,83.75,79,79,11.83,moderate rain
538,Zarechnyy,RU,53.2,45.19,14.0,46,8,7.96,clear sky
539,Lusambo,CD,-4.97,23.45,66.92,96,83,1.48,broken clouds
540,Gizo,SB,-8.1,156.84,84.58,73,81,8.79,moderate rain
541,Longyearbyen,SJ,78.22,15.64,17.6,78,75,3.36,broken clouds
542,Zhezkazgan,KZ,47.8,67.71,7.41,80,39,1.48,scattered clouds
543,Moldava Nad Bodvou,SK,48.61,21.0,35.6,89,90,10.29,overcast clouds
544,Yar-Sale,RU,66.83,70.83,13.15,96,100,2.48,light snow
545,Hangu,CN,39.25,117.79,19.4,31,0,6.71,clear sky
546,Azangaro,PE,-14.92,-70.22,68.0,13,40,16.11,scattered clouds
547,Maceio,BR,-9.67,-35.74,78.8,78,75,8.05,broken clouds
548,Lagoa Santa,BR,-19.63,-43.89,82.4,57,20,6.93,few clouds
549,Bremerhaven,DE,53.55,8.58,44.01,93,75,8.05,light rain
550,Kuytun,RU,54.34,101.5,1.33,92,100,5.93,overcast clouds
551,Wichita Falls,US,33.91,-98.49,35.6,93,90,12.75,light rain
552,Aklavik,CA,68.22,-135.01,-32.8,66,2,4.7,clear sky
553,Caravelas,BR,-17.71,-39.25,74.79,80,1,6.24,clear sky
554,Zdunska Wola,PL,51.6,18.94,35.01,92,60,1.01,broken clouds
555,Tabora,TZ,-5.02,32.8,64.04,96,100,4.03,moderate rain
556,Dauphin,CA,51.15,-100.05,12.2,76,20,11.41,few clouds
557,Leninsk-Kuznetskiy,RU,54.66,86.17,8.6,84,90,8.95,light snow
558,Campo Grande,BR,-20.44,-54.65,86.0,51,20,13.87,few clouds
559,Newton,US,42.34,-71.21,54.0,66,90,3.36,overcast clouds
560,Grand Forks,US,47.94,-97.43,17.6,78,90,19.46,light snow
561,Krutinka,RU,56.01,71.51,7.11,95,74,9.1,broken clouds
562,Uttarkashi,IN,30.73,78.45,44.6,34,0,7.94,clear sky
563,Coron,PH,12.0,120.2,80.28,79,84,7.92,broken clouds
564,Sire,NG,12.93,5.2,77.95,18,0,6.87,clear sky
565,Belaya Gora,RU,68.53,146.42,-23.67,86,100,3.38,overcast clouds
566,Osorno,CL,-40.57,-73.15,60.8,51,40,14.99,scattered clouds
567,Khanpur,PK,28.65,70.66,52.2,52,0,4.05,clear sky
568,Tabou,CI,4.42,-7.35,78.62,86,87,6.11,light rain
569,Clyde River,CA,70.47,-68.59,-2.2,70,90,9.17,overcast clouds
570,Semibratovo,RU,57.3,39.54,21.2,79,75,6.71,light snow
571,Ruzhyn,UA,49.72,29.2,33.13,97,100,6.06,overcast clouds
572,Tallahassee,US,30.44,-84.28,71.6,73,75,5.82,broken clouds
573,Le Port,RE,-20.94,55.29,75.2,73,0,13.87,clear sky
574,Balkanabat,TM,39.51,54.37,36.21,69,0,11.86,clear sky
575,Birao,CF,10.28,22.79,76.57,22,50,4.9,scattered clouds
576,Pilar,BR,-9.6,-35.96,78.8,78,75,8.05,broken clouds
577,Minot,US,48.23,-101.3,10.4,66,40,19.46,scattered clouds
578,Guatire,VE,10.48,-66.54,80.6,83,75,1.12,broken clouds
579,Dingle,PH,11.0,122.67,75.38,91,73,6.31,light rain
580,Ridgecrest,US,35.62,-117.67,57.0,16,1,4.7,clear sky
581,Kifri,IQ,34.7,44.97,56.32,52,50,2.04,scattered clouds
582,Aasiaat,GL,68.71,-52.87,25.86,97,100,14.05,light snow
583,Kavaratti,IN,10.57,72.64,81.52,68,2,3.18,clear sky
584,Newark,US,40.74,-74.17,55.4,47,75,12.75,broken clouds
585,Terrace,CA,54.52,-128.6,32.0,84,90,18.34,overcast clouds
586,Whitehorse,CA,60.72,-135.05,6.8,77,75,13.87,broken clouds
587,Ilo,PE,-17.64,-71.34,69.49,74,41,5.84,scattered clouds
588,Bealanana,MG,-14.55,48.73,62.65,90,93,4.09,overcast clouds
589,Kholm-Zhirkovskiy,RU,55.52,33.47,27.97,99,100,6.06,snow
590,Tarusa,RU,54.72,37.18,24.8,79,100,11.18,overcast clouds
591,Nouadhibou,MR,20.93,-17.03,68.0,49,55,16.11,broken clouds
592,Mosquera,CO,4.71,-74.23,64.4,59,40,6.93,scattered clouds
593,Lodja,CD,-3.48,23.43,65.66,97,90,1.86,overcast clouds
594,Wum,CM,6.38,10.07,70.11,71,100,2.42,overcast clouds
595,Buraydah,SA,26.33,43.98,55.4,82,0,6.93,clear sky
596,Vila Franca Do Campo,PT,37.72,-25.43,57.2,76,75,10.29,broken clouds
597,Ancud,CL,-41.87,-73.82,54.0,76,90,14.99,light rain
598,Nur,PL,52.67,22.32,34.0,89,100,1.3,overcast clouds
599,Diapaga,BF,12.07,1.79,78.82,19,0,4.76,clear sky
600,La Ronge,CA,55.1,-105.28,-4.0,64,0,8.05,clear sky
601,Ossora,RU,59.24,163.07,3.38,87,11,5.23,few clouds
602,Hualmay,PE,-11.1,-77.61,70.36,75,40,10.49,scattered clouds
603,Alyangula,AU,-13.85,136.42,78.8,100,100,4.34,moderate rain
604,Princeton,US,25.54,-80.41,78.8,65,1,10.29,clear sky
605,Kinablangan,PH,7.69,126.55,78.76,78,86,5.86,overcast clouds
606,Burley,US,42.54,-113.79,35.6,31,90,12.75,overcast clouds
607,Port Blair,IN,11.67,92.75,77.54,75,63,6.06,broken clouds
608,Mercedes,AR,-34.65,-59.43,77.0,35,12,1.99,few clouds
609,Jumla,NP,29.27,82.18,32.94,45,0,4.79,clear sky
610,Phalaborwa,ZA,-23.94,31.14,80.6,69,66,11.41,broken clouds
611,Honiara,SB,-9.43,159.95,80.6,78,75,2.24,broken clouds
612,Tshikapa,CD,-6.42,20.8,69.98,94,100,2.24,overcast clouds
613,Salta,AR,-24.79,-65.41,68.0,82,90,8.05,light rain
614,Los Andes,CL,-32.83,-70.6,86.0,40,0,3.0,clear sky
615,Arman,RU,59.7,150.17,-8.7,84,55,17.29,broken clouds
616,Amapa,BR,1.0,-52.0,81.12,61,38,4.21,light rain
617,Lamu,KE,-2.27,40.9,78.8,78,1,3.36,haze
618,Kenora,CA,49.82,-94.43,21.2,85,90,8.05,light snow
619,Nelson Bay,AU,-32.72,152.15,71.6,68,40,10.29,scattered clouds
620,Puerto Escondido,MX,15.85,-97.07,84.2,66,20,5.82,few clouds
621,Mizque,BO,-17.94,-65.34,76.1,47,9,5.53,moderate rain
622,Camacha,PT,33.08,-16.33,60.8,93,40,6.93,scattered clouds
623,Kaduqli,SD,11.02,29.72,75.42,20,0,6.6,clear sky
624,Codrington,AU,-38.27,141.97,76.17,44,10,12.82,clear sky
625,Aquiraz,BR,-3.9,-38.39,82.4,74,75,10.29,broken clouds
626,Gore,NZ,-46.1,168.94,55.99,74,84,8.99,broken clouds
627,Dallas,US,32.77,-96.78,41.0,91,100,4.0,overcast clouds
628,Nizhniy Baskunchak,RU,48.22,46.83,23.59,95,91,13.76,overcast clouds
629,Balikpapan,ID,-1.27,116.83,77.0,94,20,4.7,few clouds
630,Taguisa,PH,6.7,124.04,78.67,76,67,5.39,broken clouds
631,Bathurst,AU,-33.42,149.58,66.99,75,55,5.99,broken clouds
632,Touros,BR,-5.2,-35.46,80.6,74,20,9.17,few clouds
633,Mandalgovi,MN,45.76,106.27,-8.63,76,34,6.2,scattered clouds
634,La Trinidad,PH,16.45,120.59,61.43,100,8,4.23,clear sky
635,Puerto Narino,CO,-3.77,-70.38,89.6,62,40,5.82,moderate rain
636,Palmer,US,42.16,-72.33,51.8,62,75,11.41,broken clouds
637,Ouesso,CG,1.61,16.05,73.06,91,21,2.33,few clouds
638,Gornopravdinsk,RU,60.05,69.9,15.91,96,100,8.59,overcast clouds
639,San Francisco De Macoris,DO,19.3,-70.26,78.8,78,20,4.7,few clouds
640,Preobrazheniye,RU,42.9,133.91,7.99,78,0,9.33,clear sky
641,Djambala,CG,-2.54,14.75,69.76,90,100,0.25,light rain
642,Parana,AR,-31.73,-60.52,73.0,66,42,4.81,scattered clouds
643,Adrar,MR,20.5,-10.07,66.38,25,100,7.54,overcast clouds
644,Nador,MA,35.17,-2.93,59.0,87,0,0.94,clear sky
645,Coahuayana,MX,18.73,-103.68,82.4,58,20,11.41,few clouds
646,Glenwood Springs,US,39.55,-107.32,25.0,72,1,10.29,clear sky
647,Teya,RU,60.38,92.63,2.59,90,100,5.97,overcast clouds
648,Port Lincoln,AU,-34.73,135.87,75.18,61,1,13.47,clear sky
649,Kandrian,PG,-6.22,149.55,78.93,83,100,7.92,light rain
650,Gornozavodsk,RU,58.38,58.32,0.59,94,100,5.48,overcast clouds
651,Alta Floresta,BR,-9.88,-56.09,77.68,79,99,2.86,heavy intensity rain
652,Ankara,TR,39.92,32.85,53.6,62,75,6.93,broken clouds
653,Juneau,US,58.3,-134.42,30.99,92,40,10.29,scattered clouds
654,Excelsior Springs,US,39.34,-94.23,33.8,71,90,8.05,overcast clouds
655,Kosh-Agach,RU,50.0,88.67,-17.5,77,54,1.12,broken clouds
656,Wenling,CN,28.37,121.36,46.0,87,100,19.6,light rain
657,Conceicao Da Barra,BR,-18.59,-39.73,74.71,79,7,7.05,clear sky
658,Kilindoni,TZ,-7.91,39.67,80.37,79,9,11.1,clear sky
659,Cururupu,BR,-1.83,-44.87,77.95,80,75,3.0,broken clouds
660,Hongjiang,CN,27.11,110.0,35.01,88,100,6.62,overcast clouds
661,Portland,US,45.52,-122.68,43.0,86,90,12.75,overcast clouds
662,Januaria,BR,-15.48,-44.37,70.16,58,0,2.01,clear sky
663,Cowra,AU,-33.83,148.68,62.01,74,0,5.01,clear sky
664,Bonthe,SL,7.53,-12.51,79.41,83,9,6.82,clear sky
665,Kaman,IN,27.65,77.27,51.67,58,0,5.41,clear sky
666,Bambanglipuro,ID,-7.95,110.28,75.94,89,100,3.69,light rain
667,Nabire,ID,-3.37,135.48,78.39,86,98,3.0,overcast clouds
668,Barcelos,PT,41.54,-8.62,57.2,100,75,18.34,broken clouds
669,Liverpool,GB,53.41,-2.98,51.8,87,40,12.75,scattered clouds
670,Durres,AL,41.32,19.44,39.2,80,0,1.12,clear sky
671,Fort-Shevchenko,KZ,44.51,50.26,32.22,91,0,22.79,clear sky
672,Talaja,IN,21.35,72.05,68.04,51,0,12.75,clear sky
673,Tazovskiy,RU,67.47,78.7,-9.72,89,100,7.85,overcast clouds
674,Belem,BR,-1.46,-48.5,80.6,88,75,8.05,moderate rain
